Country, Latitude, Longitude
ae,22.95805,54.297206
ae,25.709102,55.807724
ae,25.478194,55.533768
ae,25.978611,56.085278
ae,25.092227,56.24418
ae,25.704979,55.987009
ae,25.350928,56.025345
ae,25.38148,55.419551
ae,22.95805,54.297206
ae,24.212717,55.783488
ae,25.353969,55.37189
ae,25.709102,55.807724
ae,24.24914,55.745824
ae,24.24914,55.745824
ae,25.381235,56.173576
ae,25.716175,55.967757
ae,25.617288,56.011128
ae,25.995584,56.380513
ae,25.381235,56.173576
ae,25.353969,55.37189
ae,25.675,55.990278
ae,23.102651,53.581849
ae,23.138476,53.742603
ae,23.138476,53.742603
ae,24.099107,53.490769
ae,24.218997,55.739888
ae,24.201667,55.716389
ae,24.201667,55.716389
ae,23.081096,54.036351
ae,24.865864,56.260851
ae,24.616667,51.4
ae,24.259929,55.755658
ae,24.912136,56.095661
ae,24.24914,55.745824
ae,24.912136,56.095661
ae,25.601056,56.322797
ae,24.15,55.766667
ae,24.15,55.766667
ae,25.229014,55.272329
ae,24.221944,55.603056
ae,25.35731,55.403304
ae,24.053988,53.763468
af,32.669487,62.16116
af,32.243587,64.684706
af,36.67363,69.078194
af,36.67363,69.078194
af,34.234973,67.191593
af,33.635262,64.740147
af,36.67363,69.078194
af,34.744167,70.287778
af,34.744167,70.287778
af,34.744167,70.287778
af,33.281975,64.648072
af,35.474953,69.871144
af,35.11979,61.48511
af,33.333,67.643278
af,34.248889,68.608333
af,32.813402,65.968042
af,32.813402,65.968042
af,34.248889,68.608333
af,32.503976,69.209795
af,32.503976,69.209795
af,31.975853,67.59182
af,31.975853,67.59182
af,34.331309,67.640744
af,34.331309,67.640744
af,33.384995,67.494621
af,31.916738,67.742247
af,31.916738,67.742247
af,31.719049,64.600709
af,34.869305,63.274235
af,34.725401,67.736154
af,34.725401,67.736154
af,38.290565,70.825527
af,32.983333,67.966667
af,34.490278,68.288611
af,38.290565,70.825527
af,35.57803,65.101776
af,34.651024,66.254311
af,33.333,67.643278
af,32.813402,65.968042
af,31.791857,64.566416
af,32.782497,67.800529
af,32.469231,69.20712
af,32.469231,69.20712
af,32.469231,69.20712
af,32.503976,69.209795
af,32.831993,69.12336
af,31.975853,67.59182
af,32.831389,69.260556
af,32.671879,69.134674
af,32.671879,69.134674
af,32.831993,69.12336
af,32.831993,69.12336
af,31.975853,67.59182
af,32.831389,69.260556
af,32.671879,69.134674
af,32.671879,69.134674
af,32.831993,69.12336
af,32.831993,69.12336
af,32.831993,69.12336
af,34.331309,67.640744
af,34.331309,67.640744
af,36.933547,69.945244
af,31.791857,64.566416
af,31.719049,64.600709
af,31.791857,64.566416
af,31.791857,64.566416
af,31.791857,64.566416
af,31.719049,64.600709
af,31.719049,64.600709
af,31.719049,64.600709
af,31.791857,64.566416
af,33.482286,64.310608
af,33.482286,64.310608
af,33.087925,67.437293
af,32.610327,65.787477
af,32.610327,65.787477
af,32.610327,65.787477
af,32.610327,65.787477
af,33.894167,69.235833
af,35.436878,61.385679
ag,17.0666667,-61.8166667
ag,17.05,-61.8
ag,17.05,-61.8
ag,17.15,-61.8
ag,17.15,-61.8
ag,17.0166667,-61.75
ag,17.1,-61.8166667
ag,17.0666667,-61.8333333
ag,17.0666667,-61.8333333
ag,17.05,-61.75
ag,17.05,-61.75
ag,17.0666667,-61.7333333
ag,17.0666667,-61.7666667
ag,17.0333333,-61.8166667
ag,17.05,-61.7333333
ag,17.0666667,-61.8666667
ag,17.0333333,-61.8833333
ag,17.0333333,-61.8833333
ag,17.0333333,-61.8833333
ag,17.1666667,-61.8333333
ag,17.1166667,-61.8333333
ag,17.0666667,-61.8166667
ag,17.05,-61.7666667
ag,17.0166667,-61.85
ag,17.1333333,-61.8
ag,17.0166667,-61.8333333
ag,17.0166667,-61.8333333
ag,17.1166667,-61.8
ag,17.1666667,-61.8166667
ag,17.1666667,-61.8166667
ag,17.0666667,-61.8666667
ag,17.1333333,-61.8
ag,17.0333333,-61.75
ag,17.1166667,-61.8166667
ag,17.0166667,-61.8166667
ag,17.0,-61.7666667
ag,17.0166667,-61.7666667
ag,17.0666667,-61.7666667
ag,17.1,-61.7333333
ag,17.1,-61.7333333
ag,17.6333333,-61.8333333
ag,17.6333333,-61.8333333
ag,17.0833333,-61.7333333
ag,17.0833333,-61.7
ag,17.0333333,-61.8833333
ag,17.0333333,-61.8833333
ag,17.1,-61.8333333
ag,17.1666667,-61.8166667
ag,17.05,-61.7333333
ag,17.0166667,-61.8
ag,17.5833333,-61.8166667
ag,17.0833333,-61.8666667
ag,17.0666667,-61.8333333
ag,17.0166667,-61.7666667
ag,17.0166667,-61.7833333
ag,17.05,-61.7
ag,17.05,-61.7333333
ag,17.1166667,-61.7833333
ag,17.1166667,-61.85
ag,17.1166667,-61.8833333
ag,17.05,-61.7833333
ag,17.05,-61.7833333
ag,17.05,-61.7833333
ag,17.05,-61.7833333
ag,17.05,-61.7
ag,17.05,-61.7
ag,17.05,-61.7333333
ag,17.1166667,-61.8333333
ag,17.0666667,-61.7
ag,17.0833333,-61.7333333
ag,17.0833333,-61.7166667
ag,17.0333333,-61.8666667
ag,17.1,-61.8333333
ag,17.0833333,-61.7166667
ag,17.1,-61.85
ag,17.1,-61.85
ag,17.1,-61.85
ag,17.0833333,-61.7
ag,17.1,-61.85
ag,17.1166667,-61.85
ai,18.2166667,-63.0
ai,18.1666667,-63.0833333
ai,18.2333333,-63.0166667
ai,18.2166667,-63.0333333
ai,18.2333333,-63.0
ai,18.2166667,-63.0666667
ai,18.2333333,-63.0166667
ai,18.2333333,-63.0
ai,18.2333333,-63.0
ai,18.2166667,-63.0666667
ai,18.2,-63.0666667
ai,18.25,-63.0
ai,18.25,-62.9833333
ai,18.2333333,-63.0333333
ai,18.2333333,-63.0333333
ai,18.1833333,-63.1166667
ai,18.2,-63.05
ai,18.2166667,-63.0166667
ai,18.1833333,-63.1
ai,18.2,-63.0333333
ai,18.2333333,-62.9833333
ai,18.2,-63.0666667
ai,18.2166667,-63.05
ai,18.2,-63.0333333
ai,18.2166667,-63.0666667
ai,18.2,-63.0833333
ai,18.25,-63.0166667
ai,18.25,-63.0166667
ai,18.1833333,-63.0833333
ai,18.2166667,-63.0333333
ai,18.2166667,-62.9833333
ai,18.2,-63.0333333
ai,18.2,-63.0333333
ai,18.2,-63.0333333
ai,18.2166667,-63.05
ai,18.2166667,-63.05
ai,18.2166667,-63.0333333
ai,18.2333333,-63.0166667
ai,18.2333333,-63.0166667
ai,18.1666667,-63.15
ai,18.25,-63.0
al,40.7075,20.3947222
al,40.11,19.7622222
al,42.3125,19.8077778
al,42.3125,19.8077778
al,42.3125,19.8077778
al,41.5283333,19.7880556
al,40.9816667,19.8486111
al,41.5283333,19.7880556
al,42.3944444,20.1391667
al,40.6488889,20.9138889
al,40.6147222,19.5244444
al,40.6147222,19.5244444
al,40.6147222,19.5244444
al,40.6147222,19.5244444
al,40.6147222,19.5244444
al,40.6147222,19.5244444
al,41.4666667,19.7333333
al,40.4469444,19.7019444
al,40.8166667,19.5
al,40.8166667,19.5
al,40.7247222,19.5372222
al,40.7247222,19.5372222
al,40.7336111,19.5302778
al,40.7336111,19.5302778
al,40.7777778,19.6980556
al,40.575,20.0002778
al,40.3283333,20.6833333
al,40.5230556,20.01
al,40.575,20.0002778
al,40.3283333,20.6833333
al,41.2155556,19.54
al,41.2155556,19.54
al,40.4488889,19.7858333
al,40.7,19.9833333
al,40.8416667,19.8063889
al,40.8488889,19.5275
al,40.7,19.9833333
al,40.8488889,19.5275
al,39.8755556,20.0052778
al,40.0758333,20.1388889
al,40.5961111,19.8663889
al,40.5961111,19.8663889
al,40.3897222,19.9230556
al,42.3944444,20.1391667
al,41.4341667,19.6797222
al,41.4341667,19.6797222
al,40.6136111,19.5613889
al,42.3944444,20.1391667
al,41.4341667,19.6797222
al,41.4341667,19.6797222
al,40.6136111,19.5613889
al,40.6136111,19.5613889
al,39.8958333,20.3663889
al,41.4663889,19.6569444
al,40.6733333,19.79
al,40.6641667,19.7161111
al,39.8219444,20.1961111
al,39.8958333,20.3663889
al,41.9530556,19.6377778
al,39.8958333,20.3663889
al,39.8958333,20.3663889
al,40.5616667,19.6411111
al,41.5091667,19.7927778
al,40.8641667,20.7955556
al,40.8641667,20.7955556
al,42.2427778,19.6461111
al,42.2427778,19.6461111
al,41.3825,19.6313889
al,40.3302778,20.6311111
al,40.3302778,20.6311111
al,41.7836111,19.6436111
al,41.0091667,19.8025
al,41.0091667,19.8025
al,40.4630556,19.7975
al,41.975,20.3233333
al,42.2566667,19.4275
al,40.5266667,19.5963889
al,41.0355556,19.9055556
al,40.6069444,19.4619444
al,40.6069444,19.4619444
am,40.5961111,44.3536111
am,40.0236111,44.4244444
am,40.0236111,44.4244444
am,40.0488889,44.5475
am,40.2691667,44.6244444
am,40.9902778,45.1452778
am,40.9902778,45.1452778
am,39.2347222,46.4313889
am,40.9902778,45.1452778
am,39.2294444,46.3083333
am,39.25,46.0833333
am,40.3016667,44.3591667
am,40.1875,45.1938889
am,40.4833333,43.95
am,39.2038889,46.1386111
am,39.25,46.0833333
am,39.25,46.0833333
am,39.1608333,46.2875
am,40.2561111,44.6766667
am,40.4666667,43.95
am,40.1830556,45.8255556
am,40.0666667,44.4666667
am,39.7363889,45.3455556
am,40.3077778,44.2847222
am,41.0105556,44.4675
am,39.2038889,46.5472222
am,40.5841667,44.6913889
am,39.7836111,45.2280556
am,40.2336111,44.2513889
am,40.0488889,44.5475
am,40.5263889,45.2772222
am,40.8652778,44.0305556
am,40.5263889,45.2772222
am,40.8652778,44.0305556
am,40.5263889,45.2772222
am,40.8486111,45.1497222
am,40.3452778,44.0555556
am,40.2,44.2275
am,40.0380556,44.5638889
am,40.1333333,44.4333333
am,40.1005556,44.0969444
am,40.25,45.85
am,40.2791667,45.8319444
am,40.5841667,44.6913889
am,39.7836111,45.2280556
am,40.2336111,44.2513889
am,40.7308333,45.0933333
am,40.5263889,45.2772222
am,39.3511111,46.3983333
am,40.59,43.6983333
am,39.5152778,46.0808333
am,39.4763889,45.9977778
am,39.9022222,45.2475
am,40.0225,45.0136111
am,39.9022222,45.2475
am,40.3163889,44.2536111
am,39.5152778,46.0808333
am,39.355,46.3030556
am,41.0758333,43.755
am,40.2791667,45.8319444
am,40.59,43.6983333
am,40.0225,45.0136111
am,40.9544444,44.0908333
am,40.7155556,45.0483333
am,39.9022222,45.2475
am,39.8458333,45.1658333
am,40.5094444,44.7338889
am,40.9,45.2833333
am,39.5152778,46.0808333
am,39.355,46.3030556
am,40.5166667,44.5666667
am,41.0666667,44.5833333
am,40.4611111,45.065
am,40.91,44.8213889
am,39.4858333,46.4197222
am,39.25,46.0833333
am,40.1991667,44.4705556
am,39.25,46.0833333
am,39.25,46.0833333
am,39.2038889,46.1386111
an,12.1166667,-68.95
an,12.2833333,-69.0666667
an,12.3,-69.1
an,12.15,-68.25
an,12.1166667,-68.2833333
an,18.05,-63.0333333
an,18.0333333,-63.0333333
an,18.0333333,-63.0333333
an,12.2666667,-68.3333333
an,17.4833333,-62.9833333
an,12.1077778,-68.9175
an,12.15,-68.9333333
an,12.15,-68.9333333
an,18.0166667,-63.0333333
an,12.1333333,-68.9833333
an,12.1166667,-68.85
an,12.1666667,-68.9833333
an,12.2333333,-68.3166667
an,17.6333333,-63.25
an,17.4666667,-62.9666667
an,12.3,-69.1
an,12.1833333,-68.2166667
an,18.0333333,-63.0333333
an,18.0333333,-63.0333333
an,12.15,-68.2166667
an,12.15,-68.9
an,12.1666667,-68.2166667
an,12.1333333,-68.95
an,12.1666667,-69.0
an,12.1333333,-68.25
an,12.1166667,-68.9666667
an,12.1666667,-68.2166667
an,12.1166667,-68.9166667
an,17.4666667,-62.9833333
an,12.1066667,-68.9152778
an,12.2,-68.2666667
an,12.1138889,-68.9402778
an,17.4833333,-62.9666667
an,12.1058333,-68.92
an,17.4833333,-62.9833333
an,17.6166667,-63.2333333
an,18.0333333,-63.0666667
an,18.05,-63.1333333
an,12.1666667,-68.2666667
an,18.0333333,-63.0333333
an,12.1333333,-68.95
an,12.1666667,-68.2666667
an,12.1666667,-68.2666667
an,18.0333333,-63.0833333
an,12.1175,-68.9427778
an,12.1,-68.9
an,12.1,-68.9
an,12.1666667,-68.2666667
an,12.3166667,-69.1666667
an,12.3166667,-69.1666667
an,12.15,-68.2666667
an,12.15,-68.2666667
an,12.1833333,-68.2666667
an,12.1833333,-68.2666667
an,12.2333333,-68.3333333
an,12.2333333,-68.3333333
an,12.15,-68.25
an,12.1333333,-68.9833333
an,12.2166667,-69.05
an,12.2166667,-69.05
an,12.2666667,-69.1
an,12.1333333,-68.2666667
an,12.1333333,-68.2666667
an,12.3666667,-69.1333333
an,12.1333333,-68.9166667
an,12.1333333,-68.9166667
an,17.6166667,-63.2166667
an,12.1666667,-68.2666667
an,18.0166667,-63.0333333
an,18.0166667,-63.0333333
an,17.4833333,-62.9833333
an,12.1,-68.9166667
an,12.25,-69.0833333
an,12.1666667,-68.9166667
an,12.1666667,-68.9166667
ao,-6.3,15.083333
ao,-7.95,14.2
ao,-6.898091,15.324011
ao,-9.523375,17.808386
ao,-7.499811,15.104413
ao,-9.416667,15.483333
ao,-12.419572,15.437862
ao,-11.116667,15.133333
ao,-12.933333,15.95
ao,-12.133333,15.7
ao,-9.183333,14.55
ao,-12.666667,15.766667
ao,-12.883333,15.483333
ao,-11.354288,14.264638
ao,-10.174676,15.711512
ao,-11.855574,17.031754
ao,-8.593611,13.605556
ao,-11.951484,17.223085
ao,-12.276944,13.817222
ao,-11.747258,14.502129
ao,-9.25,14.766667
ao,-9.033333,15.733333
ao,-11.448722,14.460943
ao,-12.966667,15.1
ao,-12.224975,15.318361
ao,-12.233333,15.333333
ao,-8.816667,15.5
ao,-11.016667,14.933333
ao,-12.05,21.816667
ao,-12.716667,15.15
ao,-11.066667,14.916667
ao,-11.016667,14.816667
ao,-9.251015,15.884536
ao,-14.655194,17.644712
ao,-7.31707,15.36785
ao,-8.77017,18.003877
ao,-12.933333,14.833333
ao,-14.811445,13.247441
ao,-12.05,21.816667
ao,-11.468993,14.471347
ao,-12.345556,13.835278
ao,-17.1,18.2
ao,-10.529011,14.501107
ao,-13.030556,15.28
ao,-17.1,21.416667
ao,-17.55,18.533333
ao,-11.746519,14.7082
ao,-12.733333,15.033333
ao,-12.983333,15.233333
ao,-11.740858,17.004192
ao,-9.551389,16.100556
ao,-14.655734,17.777456
ao,-12.183333,15.216667
ao,-11.089151,15.421581
ao,-11.833333,15.366667
ao,-6.833333,14.6
ao,-8.761738,18.071517
ao,-12.054203,15.209178
ao,-14.843145,15.045797
ao,-12.166667,15.766667
ao,-8.706631,14.440484
ao,-12.403491,16.004014
ao,-7.772911,15.274083
ao,-11.414905,15.110133
ao,-14.736889,15.031418
ao,-7.988115,15.845598
ao,-8.513128,14.575426
ao,-11.383619,15.14598
ao,-11.260013,15.001945
ao,-8.95,16.016667
ao,-13.7,15.15
ao,-12.4675,13.729167
ao,-10.176867,14.952184
ao,-9.484647,15.989696
ao,-9.263149,15.933743
ao,-8.616811,15.113605
ao,-11.286304,14.1596
ao,-6.636573,15.058016
ao,-13.7,15.15
ao,-8.1,14.966667
ar,-35.606979,-60.91803
ar,-37.200581,-60.16513
ar,-37.909748,-62.935844
ar,-31.38945,-64.175664
ar,-32.266667,-68.416667
ar,-25.416667,-65.533333
ar,-32.384125,-59.664182
ar,-32.384125,-59.664182
ar,-23.778131,-64.663227
ar,-34.549275,-63.172526
ar,-35.432303,-60.172707
ar,-37.774099,-67.71638
ar,-34.584676,-68.544908
ar,-27.376787,-54.743122
ar,-51.65,-72.3
ar,-34.58831,-58.63905
ar,-27.022774,-54.68669
ar,-36.280161,-62.545991
ar,-32.661685,-68.609252
ar,-33.8,-61.583333
ar,-34.150834,-60.794777
ar,-34.653436,-58.619751
ar,-26.283844,-64.493185
ar,-35.444374,-60.883131
ar,-28.840507,-58.826502
ar,-31.669141,-68.390232
ar,-34.331746,-62.37312
ar,-34.985151,-58.089222
ar,-35.282135,-58.804866
ar,-23.346251,-66.106796
ar,-35.6,-62.016667
ar,-31.65,-68.583333
ar,-28.533333,-64.85
ar,-27.292999,-64.376798
ar,-23.2,-65.783333
ar,-37.895068,-63.851494
ar,-22.720487,-65.696971
ar,-27.133333,-64.883333
ar,-34.797209,-58.383513
ar,-22.158721,-63.900491
ar,-35.201302,-59.343735
ar,-34.483333,-58.516667
ar,-34.331746,-62.37312
ar,-23.346251,-66.106796
ar,-33.243092,-60.836441
ar,-35.290078,-63.777129
ar,-26.3,-65.266667
ar,-33.754348,-60.440704
ar,-28.366273,-65.157566
ar,-27.121444,-65.470606
ar,-40.32933,-70.341142
ar,-33.175385,-64.993314
ar,-35.109351,-60.069839
ar,-35.109351,-60.069839
ar,-22.283333,-65.016667
ar,-38.621605,-62.060225
ar,-25.5,-65.233333
ar,-27.3,-65.2
ar,-27.3,-65.2
ar,-29.908261,-57.958937
ar,-30.7325,-68.635278
ar,-35.684596,-57.954515
ar,-38.621605,-62.060225
ar,-34.330327,-59.130359
ar,-33.631515,-64.020969
ar,-35.637747,-59.629509
ar,-37.176681,-62.757924
ar,-29.027771,-66.006697
ar,-38.032987,-60.098428
ar,-35.015498,-64.033805
ar,-29.027771,-66.006697
ar,-27.233333,-62.383333
ar,-35.028121,-58.06997
ar,-37.455336,-63.254676
ar,-37.455336,-63.254676
ar,-34.642203,-59.360333
ar,-33.118521,-68.886941
ar,-34.6,-58.483333
ar,-26.522706,-64.152571
ar,-28.961235,-66.995007
at,47.55,13.35
at,47.4,12.9
at,48.05,13.15
at,48.083333,14.766667
at,48.05,14.766667
at,47.791111,13.076111
at,46.763889,12.52
at,46.760278,12.541944
at,46.55,14.5
at,47.3,11.5
at,48.416667,15.966667
at,48.616667,14.85
at,48.316667,15.616667
at,46.894444,15.931944
at,47.95,13.033333
at,48.266667,15.983333
at,46.551944,14.473333
at,47.55,13.35
at,47.55,13.35
at,46.995833,15.456389
at,47.916667,13.516667
at,47.916667,13.516667
at,48.266667,14.433333
at,48.15,12.833333
at,47.517778,9.865
at,46.65,14.933333
at,47.3,11.883333
at,47.9,13
at,48.216667,14.8
at,48.066667,16.383333
at,47.516667,11.7
at,48.05,13.183333
at,47.45,11.866667
at,47.5,11.7
at,47.566667,11.666667
at,48.233333,13.066667
at,47.5,12.033333
at,48.15,14.65
at,48.55,13.45
at,48.066667,14.183333
at,46.568889,13.608611
at,48.05,13.2
at,48.066667,13.533333
at,47.966667,15.816667
at,48.166667,15.683333
at,47.904722,12.999444
at,47.1,14.383333
at,46.683333,15.35
at,48.316667,13.733333
at,47.103611,14.383333
at,48.283333,16.533333
at,48.016667,14.733333
at,46.904722,14.215
at,48.316667,15.816667
at,48,13.95
at,47.65,15.816667
at,47.983333,14.216667
at,47.566667,14.45
at,47.077222,14.658889
at,47.683333,13.133333
at,47.266667,15.3
at,48.233333,15.566667
at,46.75,15.533333
at,46.75,15.533333
at,47.533333,15.233333
at,47.1,15.116667
at,47.25,11.3
at,46.883333,15.533333
at,46.726944,13.8075
at,48.366667,15.3
at,47.266667,11.45
at,48.033333,13.983333
at,48.283333,15.4
at,47.966667,13.95
at,48.283333,15.416667
at,48.283333,15.4
at,48.3,15.416667
at,48.3,15.416667
at,48.433333,14.75
at,47.96,12.923889
au,-37.8,145
au,-41.216667,146.183333
au,-26.316667,118.383333
au,-25.15,151.033333
au,-33.95,149.316667
au,-32.833333,151.366667
au,-32.165878,150.89003
au,-37.683333,146.366667
au,-30.266667,152.016667
au,-32.7,151.533333
au,-32.816667,151.433333
au,-27.566667,152.783333
au,-32.9,151.4
au,-30.283333,151.183333
au,-30.283333,151.183333
au,-28.383333,152.316667
au,-27.583333,153.033333
au,-37.25,145.7
au,-27.3,151.683333
au,-35.996941,148.769699
au,-42.733333,146.316667
au,-32.933333,151.733333
au,-25.916667,144.6
au,-37.383333,143.683333
au,-34.928661,138.598633
au,-37.066667,143.683333
au,-13.23943,131.10733
au,-35.316667,148.05
au,-35.1,148.383333
au,-28.066667,153.266667
au,-43.366667,147.333333
au,-28.583333,152.816667
au,-34.166667,137.733333
au,-33.60944,150.716736
au,-24.211281,151.906982
au,-28.083333,120.5
au,-36.333333,142.35
au,-38.464001,144.103943
au,-20.2672,148.716171
au,-38.033333,147.116667
au,-19.283333,146.8
au,-27.95,114.633333
au,-32.4,147.7
au,-38.266667,146.033333
au,-41.3875,147.116667
au,-34.733333,140.516667
au,-35.816667,142
au,-35.003101,117.865952
au,-27.35,152.983333
au,-32.35,147.5
au,-27.7,153.25
au,-41.266667,147.783333
au,-38.616667,146.666667
au,-38.6,146.6
au,-37.833333,145
au,-37.766667,144.833333
au,-34.566667,150.783333
au,-36.07494,146.923935
au,-36.083333,146.916667
au,-40.916667,145.183333
au,-31.083333,152.766667
au,-25.466667,152.666667
au,-32.383333,117.266667
au,-35.016667,138.733333
au,-35.283333,138.483333
au,-35.278259,138.458023
au,-32.933333,148.25
au,-21.166667,149.1
au,-37.191319,145.711197
au,-26.681641,153.119247
au,-33.916667,151.2
au,-33.816667,137.816667
au,-37.566667,143.816667
au,-35.166667,147.516667
au,-32.4,147.7
au,-29.05,152.583333
au,-23.566667,145.8
au,-19.33437,146.613907
au,-23.697479,133.883621
au,-38.266667,146.033333
aw,12.6166667,-70.0666667
aw,12.5333333,-69.9833333
aw,12.4833333,-69.9666667
aw,12.5166667,-70.0166667
aw,12.5333333,-70.9833333
aw,12.4833333,-69.95
aw,12.45,-69.9166667
aw,12.4833333,-69.95
aw,12.55,-70.0333333
aw,12.55,-69.9666667
aw,12.55,-69.9666667
aw,12.4666667,-69.9
aw,12.55,-70.0
aw,12.55,-70.0
aw,12.5,-70.0166667
aw,12.5,-69.9833333
aw,12.5,-69.9833333
aw,12.5,-69.95
aw,12.4833333,-70.0
aw,12.5166667,-69.9833333
aw,12.5333333,-69.9833333
aw,12.5,-69.95
aw,12.5333333,-70.0166667
aw,12.4166667,-69.8666667
aw,12.5,-69.95
aw,12.5166667,-70.0166667
aw,12.55,-70.0333333
aw,12.4333333,-69.9166667
aw,12.5,-70.0166667
aw,12.5333333,-70.0666667
aw,12.5333333,-70.0166667
aw,12.5,-69.9
aw,12.55,-70.0333333
aw,12.4833333,-69.95
aw,12.4833333,-69.9666667
aw,12.4333333,-69.8833333
aw,12.5166667,-69.9666667
aw,12.45,-69.9166667
aw,12.5,-69.9666667
aw,12.5166667,-70.0333333
aw,12.5,-69.9833333
aw,12.5333333,-69.9833333
aw,12.4833333,-69.95
aw,12.5166667,-70.0
aw,12.55,-70.0
aw,12.5333333,-70.0
aw,12.5166667,-69.9666667
aw,12.5166667,-70.0
aw,12.45,-69.9333333
aw,12.5666667,-70.0166667
aw,12.5333333,-70.0
aw,12.5166667,-70.0333333
aw,12.5666667,-70.0333333
aw,12.5333333,-70.0
aw,12.5333333,-70.0333333
aw,12.55,-70.0166667
aw,12.4833333,-69.9833333
aw,12.5166667,-69.9833333
aw,12.5,-69.95
aw,12.5166667,-69.9833333
aw,12.5,-70.0
aw,12.5166667,-70.0333333
aw,12.5333333,-70.0333333
aw,12.5333333,-70.0333333
aw,12.45,-69.95
aw,12.45,-69.95
aw,12.5,-70.0
aw,12.5333333,-70.0166667
aw,12.5166667,-70.0
aw,12.4833333,-69.9666667
aw,12.45,-69.9333333
aw,12.45,-69.9
aw,12.4333333,-69.8833333
aw,12.45,-69.9166667
aw,12.5333333,-69.9666667
aw,12.4666667,-69.95
aw,12.5,-70.0166667
aw,12.5166667,-70.0166667
aw,12.5166667,-70.0166667
aw,12.5,-69.9833333
az,40.554568,46.216059
az,40.624613,46.977597
az,39.712778,47.009167
az,39.866071,46.918459
az,39.388178,46.566494
az,39.8969,46.701182
az,39.399173,47.028345
az,40.441944,46.646667
az,39.714173,46.842101
az,39.704856,46.831053
az,40.072294,46.94449
az,39.454444,46.626389
az,40.46645,47.33398
az,39.75,49.016667
az,38.868889,48.287778
az,39.435333,49.08097
az,39.277768,48.360821
az,39.95,48.366667
az,41.314444,46.95
az,40.38919,48.400442
az,39.277768,48.360821
az,38.868889,48.287778
az,39.435333,49.08097
az,41.081344,45.193526
az,41.081344,45.193526
az,39.95,48.366667
az,40.682106,45.575871
az,40.758314,46.143562
az,40.758314,46.143562
az,40.682106,45.575871
az,39.866071,46.918459
az,39.412099,46.546217
az,39.412099,46.546217
az,39.412099,46.546217
az,41.073808,47.595626
az,39.866071,46.918459
az,41.073808,47.595626
az,39.640833,46.546944
az,39.640833,46.546944
az,38.921944,48.1575
az,40.055451,46.202845
az,40.055451,46.202845
